disasterNumber,hmgpCloseoutStatus,hmgpReconciliationDate,lockedInCeilingAmount,obligatedTotalAmount,obligatedInitiativeAmount,obligatedPlanningAmount,obligatedRegularAmount,obligatedSMCAmount,obligatedGranteeAdmin,obligatedSubgranteeAdmin,hash,lastRefresh,id
1968,Open,,7338737,4259611.75,314625.75,501188,3084934,358864,0,0,07eebe398e2ca52abad597ce22765d70,2020-03-26T17:01:04.878Z,5d1fafd987fac86ceb885558
1276,Closed,2004-03-23T05:00:00.000Z,1097391,1158596,54870,0,992521,50000,22362,38843,82d9800d42e46692010bd717dda36455,2020-01-09T15:07:39.581Z,5d1fafd987fac86ceb885559
1225,Closed,2008-03-06T05:00:00.000Z,4018116,3462584,103126,0,3232225,0,23606,103627,651a8dad9db383db774f3c03ed74e143,2020-01-09T15:07:39.393Z,5d1fafd987fac86ceb88555a
4038,Closed,2018-08-15T04:00:00.000Z,1658813,1441802,80180,0,1326781,34841,0,0,178383053d587c5de241c785d09766c1,2020-01-09T15:07:39.460Z,5d1fafd987fac86ceb88555b
1982,Closed,2017-09-22T04:00:00.000Z,3104513,574042,92438,48422,281620,151562,0,0,0acef8cfb29b43173665928706727a3f,2020-01-09T15:07:39.476Z,5d1fafd987fac86ceb88555c
1156,Closed,2997-01-10T05:00:00.000Z,0,0,0,0,0,0,0,0,13898dab175adffa7f2d477ee69e0497,2020-01-09T15:07:39.447Z,5d1fafd987fac86ceb88555d
966,Closed,2002-05-10T04:00:00.000Z,155470,93543,0,0,81276,0,4268,7999,d4c804d3c8a2fdb055164f874bd789cf,2020-01-09T15:07:39.493Z,5d1fafd987fac86ceb88555e
1463,Closed,2009-09-23T04:00:00.000Z,1995550,1697118,57742,98214,1532431,0,3710,5021,53992e870631f0756760124ad5f263cb,2020-01-09T15:07:39.085Z,5d1fafd987fac86ceb88555f
1788,Closed,2010-11-20T05:00:00.000Z,398741,0,0,0,0,0,0,0,1f92917ed5ecd252db9d7bdccec4c655,2020-01-09T15:07:39.402Z,5d1fafd987fac86ceb885560
1073,Closed,2002-09-12T04:00:00.000Z,1006536,1057727,0,0,1006522,0,21364,29841,a4f02ef4ad9989300b16b580316a8e11,2020-01-09T15:07:39.579Z,5d1fafd987fac86ceb885561
1187,Closed,2004-06-23T04:00:00.000Z,1841385,1925860,69361,0,1771525,0,29959,55015,d09c9051c49110836ffeb4d42df02355,2020-01-09T15:07:39.534Z,5d1fafd987fac86ceb885562
944,Closed,2001-03-08T05:00:00.000Z,442248,472177,41221,0,401027,0,10239,19690,ae6dceb0bdc21c05cb25a7c8e95d1275,2020-01-09T15:07:39.458Z,5d1fafd987fac86ceb885563
1859,Open,,19180137,9882889.15,0,320940,8836514.15,725435,0,0,065611d2b0047b988bf99cd7ac388a99,2020-04-22T17:01:48.764Z,5d1fafd987fac86ceb885564
938,Closed,2000-11-02T05:00:00.000Z,252317,226998,0,0,210817,0,5431,10750,7b724a5184b0cbbdd9e1d158dbf3c81a,2020-01-09T15:07:39.494Z,5d1fafd987fac86ceb885565
1037,Closed,1998-12-22T05:00:00.000Z,866700,827383,0,0,783413,0,17204,26766,1183fed745da6c77aad948199b596ef9,2020-01-09T15:07:39.582Z,5d1fafd987fac86ceb885566
4447,Open,,3081727,528104,0,0,343500,184604,0,0,2c31368baf42b3485d46bfe9df0bc121,2020-07-21T16:34:30.656Z,5d1fafd987fac86ceb885567
924,Closed,1998-12-04T05:00:00.000Z,752689,718484,0,0,678350,0,15082,25052,736bc0f137be519fe9d47182a440b2c5,2020-01-09T15:07:39.074Z,5d1fafd987fac86ceb885568
1442,Closed,2009-11-18T05:00:00.000Z,2393022,2304130,98993,165153,1465790,499020,28763,46411,4b1bc776c306949108b81dd03e28906a,2020-01-09T15:07:39.457Z,5d1fafd987fac86ceb885569
4230,Closed,2020-01-15T05:00:00.000Z,1572835,1568836.6,63081,0,1429878.12,75877.48,0,0,30a10be76be3b3009a98ce9115fa8d7e,2020-02-03T20:58:52.558Z,5d1fafd987fac86ceb88556a
4114,Closed,2019-01-29T05:00:00.000Z,2812073,2789576,0,41722,2610344,137510,0,0,3c80c293284e71f46a24f2c75d4c547c,2020-01-09T15:07:40.138Z,5d1fafd987fac86ceb88556b
1861,Closed,2016-11-03T04:00:00.000Z,2245692,1217406,0,33000,1170687,13719,0,0,5944e0f76afccf35fe4ab7964877ea84,2020-01-09T15:07:39.627Z,5d1fafd987fac86ceb88556c
1234,Closed,2003-02-17T05:00:00.000Z,743291,379484,0,0,342536,0,16215,20733,7d12e048c36f28c7a0650ec99eb250e3,2020-01-09T15:07:39.586Z,5d1fafd987fac86ceb88556d
1079,Closed,2002-06-07T04:00:00.000Z,4991965,5138994,84904,0,4739251,128468,61584,124787,134100bba6d86ac3548a6d33981f484d,2020-01-09T15:07:39.544Z,5d1fafd987fac86ceb88556e
1972,Closed,2017-07-25T04:00:00.000Z,7472939,2809443,726369,70557,1854676,157841,0,0,9e56005b9e94bf654f3fd8d41f7ae310,2020-01-09T15:07:39.546Z,5d1fafd987fac86ceb88556f
898,Closed,2001-05-21T04:00:00.000Z,1207223,1138882,55400,0,1010882,0,22167,50433,a5358d15d66fbe55ec3b9959fb8b30db,2020-01-09T15:07:39.557Z,5d1fafd987fac86ceb885570
1269,Closed,2015-12-01T05:00:00.000Z,1065158,1037030,0,0,992298,0,14513,30219,7ada86192b1e73e1e024e09803b758f8,2020-01-09T15:07:39.034Z,5d1fafd987fac86ceb885571
1632,Closed,2014-01-13T05:00:00.000Z,1511700,1197009,0,105819,1051730,0,5594,33866,0fa74f1fdddcfc448a6d1fad171cf88c,2020-01-09T15:07:39.461Z,5d1fafd987fac86ceb885572
4041,Closed,2018-09-19T04:00:00.000Z,900000,849612.04,0,0,839208,10404.04,0,0,36358e01a727d56c81aeb7187110d396,2020-01-09T15:07:39.548Z,5d1fafd987fac86ceb885573
1990,Closed,2016-07-15T04:00:00.000Z,1400977,147565,15412,64314,0,67839,0,0,e1b9d1b4c82e26b6c1f0fba8ace08e53,2020-01-09T15:07:39.560Z,5d1fafd987fac86ceb885574
1979,Closed,2017-07-17T04:00:00.000Z,5459858,4213705,0,0,4133230,80475,0,0,e2102ff119f0aac351b2e45ea0bd3383,2020-01-09T15:07:39.057Z,5d1fafd987fac86ceb885575
1149,Closed,2001-04-17T04:00:00.000Z,497849,524046,8287,0,489562,0,11256,14941,1889f99538b529bac4c7249aed792e21,2020-01-09T15:07:39.552Z,5d1fafd987fac86ceb885576
1671,Closed,2017-09-29T04:00:00.000Z,7129755,4299208,72884,46298,3919828,215433,2725,42040,1c45c6272075323f09e736266eecdfd7,2020-01-09T15:07:39.427Z,5d1fafd987fac86ceb885577
1607,Open,,137903000,134050612.34,200000,8523815,111622223.63,12068560,642714.64,993299.07,8ec56ca1305118b79954a327bb77200e,2020-07-03T16:33:00.493Z,5d1fafd987fac86ceb885578
4008,Closed,2019-10-30T04:00:00.000Z,1498346,1262124.23,66767,0,1122160.44,73196.79,0,0,d60e23ed9f8cab79356cbbe71ae03754,2020-01-09T15:07:39.605Z,5d1fafd987fac86ceb885579
1612,Closed,2012-11-05T05:00:00.000Z,312215,233931,0,0,226718,0,7213,0,edf73b00fe71661a1d186c6c88bb460c,2020-01-09T15:07:39.495Z,5d1fafd987fac86ceb88557a
1967,Closed,2017-05-03T04:00:00.000Z,834372,851500,41719,0,768980,40801,0,0,6e8f4689808606ff63d0b8724432feb8,2020-01-09T15:07:39.592Z,5d1fafd987fac86ceb88557b
1032,Closed,2001-02-14T05:00:00.000Z,512600,540471,25630,0,486970,0,11578,16293,e1d8957ef15982c4c22291893d4c62a6,2020-01-09T15:07:39.613Z,5d1fafd987fac86ceb88557c
1631,Closed,2012-08-23T04:00:00.000Z,1290726,970594,0,0,968042,0,161,2391,240e3f270fa9baad0dcbc7c1f4798cdb,2020-01-09T15:07:39.479Z,5d1fafd987fac86ceb88557d
928,Closed,2005-04-06T04:00:00.000Z,690894,612739,40505,0,530723,0,12995,28516,9389e38bdae212d3ffb96462eb16a628,2020-01-09T15:07:39.405Z,5d1fafd987fac86ceb88557e
1988,Closed,2018-09-28T04:00:00.000Z,591217,476492.68,27027,26478,405660,17327.68,0,0,c5677feeb88a8b15177e32d26cd75c2e,2020-01-09T15:07:39.552Z,5d1fafd987fac86ceb88557f
837,Closed,2000-11-16T05:00:00.000Z,270175,220678,0,0,198153,7197,5307,10021,5837a3779d26097943e5cf1ddbd60cb1,2020-01-09T15:07:39.601Z,5d1fafd987fac86ceb885580
1648,Closed,2012-04-16T04:00:00.000Z,514228,375402,0,22500,342486,0,539,9877,63382b45d96828c8cba5783acff19918,2020-01-09T15:07:39.533Z,5d1fafd987fac86ceb885581
4402,Open,,10334983,3137598.25,0,0,2705990.25,251207,0,0,54d5340f71ad804f47621548cf9aa396,2020-07-23T16:33:32.101Z,5d1fafd987fac86ceb885582
1401,Closed,2012-11-08T05:00:00.000Z,20563266,19414568,613582,1296042,16345299,516635,131216,511794,98b64ed9aa8e8e9b048f42ad6e79d65b,2020-01-09T15:07:39.543Z,5d1fafd987fac86ceb885583
1664,Closed,2017-04-28T04:00:00.000Z,4869424,1660378,240204,385979,882845,150095,1255,0,a3f098b069ce3fbc701eb7ea90aa11e3,2020-01-09T15:07:39.482Z,5d1fafd987fac86ceb885584
1884,Closed,2019-02-19T05:00:00.000Z,7311533,7574086,307232,132585,6776735,357534,0,0,9107075796fa40d8273e43127667bb44,2020-01-09T15:07:39.398Z,5d1fafd987fac86ceb885585
1214,Closed,2007-06-29T04:00:00.000Z,4450957,4219176,1702403,0,2353614,0,53151,110008,18fdf4890b067d1e62e5978a4e2361c6,2020-01-09T15:07:39.411Z,5d1fafd987fac86ceb885586
1143,Closed,2004-09-08T04:00:00.000Z,1479503,1554488,70600,0,1408902,0,26282,48704,3a20849f03293ee3dc3345ca5f519ae4,2020-01-09T15:07:39.435Z,5d1fafd987fac86ceb885587
4129,Open,,8627593,1627889,0,0,1206000,421889,0,0,f3b7e0a02b13545bd00e008ade42deb5,2020-01-09T15:07:40.141Z,5d1fafd987fac86ceb885588
1791,Open,,406266164,397836385.77,11549518.88,2529120.8,369061790.89,14695955.2,0,0,9841fcb1a4fc200cb3c0748afdbb7097,2020-07-31T16:36:08.104Z,5d1fafd987fac86ceb885589
824,Closed,1995-10-01T04:00:00.000Z,320484,201496,0,0,183257,0,6042,12197,e380181135ad6453de93143d89501f20,2020-01-09T15:07:39.065Z,5d1fafd987fac86ceb88558a
4216,Open,,927812,492731.31,43957.9,0,403403.41,45370,0,0,5dac27a0650ecdb37bcd0ca04a8ad8b6,2020-06-26T16:33:57.795Z,5d1fafd987fac86ceb88558b
1240,Closed,2006-05-24T04:00:00.000Z,3599215,3479614,181167,0,3038444,0,44051,215952,38a01a7bdb577cd595c8b592ca9c62f7,2020-01-09T15:07:39.577Z,5d1fafd987fac86ceb88558c
4022,Open,,34350163,29613730.78,1316068,2320526,24297413.78,1679723,0,0,ce9a1d80a8fa2288c981dd5676abe695,2020-06-23T16:32:52.647Z,5d1fafd987fac86ceb88558d
1880,Closed,2017-09-13T04:00:00.000Z,25902736,21711154,3609,397507,20905790,404248,0,0,ee505d62d58736231354b02a402949f6,2020-01-09T15:07:39.396Z,5d1fafd987fac86ceb88558e
1285,Closed,2004-07-22T04:00:00.000Z,87527,86350,0,0,80477,0,2515,3358,cf27404c3c45381906e2c64783e1c637,2020-01-09T15:07:39.515Z,5d1fafd987fac86ceb88558f
4412,Open,,4216109,117439,0,0,0,117439,0,0,597cd7671790f0edddfdca7bf055e71c,2020-04-11T17:01:20.026Z,5d1fafd987fac86ceb885590
4138,Open,,7289149,7585299.9,0,0,7228860.9,356439,0,0,6123c55c44f7d84a8db08706685333e5,2020-01-09T15:07:39.026Z,5d1fafd987fac86ceb885591
1860,Closed,2014-10-07T04:00:00.000Z,545175,463613,0,18750,433830,11033,0,0,a5495eb692051b6a925743222543163b,2020-01-09T15:07:39.427Z,5d1fafd987fac86ceb885592
1191,Closed,2004-03-04T05:00:00.000Z,533438,561460,42785,0,471292,19361,11989,16033,f1cc318db064461b87aa9a5d2f1d1d5f,2020-01-09T15:07:39.553Z,5d1fafd987fac86ceb885593
1000,Closed,2004-06-03T04:00:00.000Z,15395904,15782028,868604,0,14454993,72307,107736,278388,1e94b6ac9a367a00789696ef8c7b98c9,2020-01-09T15:07:39.404Z,5d1fafd987fac86ceb885594
4244,Open,,587278,131496.49,11498,35276,56004.49,28718,0,0,236eeeab99c4635bf54e5acc916598da,2020-07-07T16:32:58.718Z,5d1fafd987fac86ceb885595
4126,Closed,2018-03-26T04:00:00.000Z,2920805,2747619,105595,182247,2316950,142827,0,0,d26936e0dc4918dda66db64e079ed630,2020-01-09T15:07:40.141Z,5d1fafd987fac86ceb885596
4437,Open,,248388,117213.75,0,0,117213.75,0,0,0,560c01c6710449d038a47dc3d4185745,2020-07-08T16:32:37.274Z,5d1fafd987fac86ceb885597
1219,Closed,2003-12-09T05:00:00.000Z,507617,452417,18338,0,402141,7251,9851,14836,b3c9ba9308587a6ef46cf3e0c5619dcd,2020-01-09T15:07:39.053Z,5d1fafd987fac86ceb885598
1820,Closed,2018-08-02T04:00:00.000Z,336456,300107,16259,0,268709,15139,0,0,3d764f58b4fe3c2a1d9932498ce0b8a3,2020-01-09T15:07:39.517Z,5d1fafd987fac86ceb885599
4220,Open,,1063290,1009067.85,0,43900.85,926354,38813,0,0,065e27f2247eb14ad483579a0c675084,2020-06-23T16:32:53.482Z,5d1fafd987fac86ceb88559a
913,Closed,1999-01-26T05:00:00.000Z,285899,308329,4393,0,281506,0,7026,15404,f36d5e4d23da6cd614a1eb2e57a22b9a,2020-01-09T15:07:39.524Z,5d1fafd987fac86ceb88559b
1629,Closed,2015-09-14T04:00:00.000Z,660066,640210,22872,45248,327139,222892,9163,12896,da691518e16fc4d0f3fb939e2f0ecf22,2020-01-09T15:07:39.421Z,5d1fafd987fac86ceb88559c
1106,Closed,2001-06-13T04:00:00.000Z,222414,236936,16500,0,205914,0,5626,8896,a2fc713d08ec3a53cdc82017be059e95,2020-01-09T15:07:39.391Z,5d1fafd987fac86ceb88559d
1986,Closed,2015-06-03T04:00:00.000Z,741547,487940,27629,51072,392368,16871,0,0,8cc8407deaed41b7a80827d89a7f184d,2020-01-09T15:07:39.542Z,5d1fafd987fac86ceb88559e
978,Open,,0,0,0,0,0,0,0,0,17fd31b6d5351238f164abbc546aa093,2020-01-09T15:07:39.632Z,5d1fafd987fac86ceb88559f
1457,Closed,2011-12-12T05:00:00.000Z,983372,203068,38831,0,87850,72839,267,3281,c42980c6daaf91785e025a30a1056ace,2020-01-09T15:07:39.536Z,5d1fafd987fac86ceb8855a0
4039,Closed,2017-08-16T04:00:00.000Z,1228500,1220631,0,0,1200000,20631,0,0,21853f49e46176543284b7265e6f3281,2020-01-09T15:07:39.425Z,5d1fafd987fac86ceb8855a1
1634,Closed,2012-02-28T05:00:00.000Z,721253,716476,0,34719,542062,98357,13100,28238,685daa0d334675074d53a65b6c8b2f25,2020-01-09T15:07:39.395Z,5d1fafd987fac86ceb8855a2
4016,Closed,2016-05-12T04:00:00.000Z,1688831,1518573,69921,19387,1389819,39446,0,0,ab78d52b428254eb2d1e7e3dd5553c46,2020-01-09T15:07:39.571Z,5d1fafd987fac86ceb8855a3
4243,Open,,4234411,4395698.75,0,296409,3892226.75,207063,0,0,49f60b2ece447f0941c7221594cc66e8,2020-08-01T16:36:56.258Z,5d1fafd987fac86ceb8855a4
4125,Closed,2016-11-30T05:00:00.000Z,170941,178449,0,11250,158840,8359,0,0,0cc7a1e6a57b2bc1cdfef6173e8bceff,2020-01-09T15:07:40.146Z,5d1fafd987fac86ceb8855a5
922,Closed,1998-01-22T05:00:00.000Z,70616,76674,0,0,70616,0,2233,3825,a414d5d148a27ce7ff6320e2bfb1650f,2020-01-09T15:07:39.515Z,5d1fafd987fac86ceb8855a6
1119,Closed,2003-04-29T04:00:00.000Z,1315468,1373341,329471,0,872536,109482,24489,37363,575519feab4418f82f96ed2b215dcb71,2020-01-09T15:07:39.585Z,5d1fafd987fac86ceb8855a7
1669,Closed,2011-07-29T04:00:00.000Z,1513964,1055799,0,0,1006953,17954,3196,27696,e70d092b7d2d47a29502a085749900b1,2020-01-09T15:07:39.630Z,5d1fafd987fac86ceb8855a8
1223,Closed,2004-03-15T05:00:00.000Z,1738700,1786788,86919,0,1633165,0,28766,37938,33be440105bb5b17f5d88a459fec38b1,2020-01-09T15:07:39.397Z,5d1fafd987fac86ceb8855a9
999,Closed,2001-07-16T04:00:00.000Z,4547876,4733639,0,0,4498084,47876,57759,129920,98cc9914284559dea51c56c8541253d7,2020-01-09T15:07:39.401Z,5d1fafd987fac86ceb8855aa
838,Closed,2000-09-15T04:00:00.000Z,34256,37400,0,0,34256,0,1089,2055,505b435753d5b272aa7b5c89e22d3462,2020-01-09T15:07:39.551Z,5d1fafd987fac86ceb8855ab
1174,Closed,2012-07-31T04:00:00.000Z,47907326,42532037,2222645,0,38912873,566728,247423,582368,2ce706dc4cf17f07b219c2460cab5811,2020-01-09T15:07:39.511Z,5d1fafd987fac86ceb8855ac
1381,Closed,2010-08-02T04:00:00.000Z,9505039,4038077,475252,619743,2198559,653955,44866,45702,4918b493a86dea2ce8e44bbbf447b4a9,2020-01-09T15:07:39.449Z,5d1fafd987fac86ceb8855ad
1455,Closed,2009-12-22T05:00:00.000Z,1115555,813465,0,0,774435,0,21586,17444,e20d657d8f6c6355f90e82dc7cccc667,2020-01-09T15:07:39.489Z,5d1fafd987fac86ceb8855ae
4237,Open,,3442782,1031083,0,49500,813231,168352,0,0,00b69d4dab2b447ba0fa48f82b956072,2020-01-31T20:59:10.042Z,5d1fafd987fac86ceb8855af
1585,Closed,2013-12-17T05:00:00.000Z,4813955,3238180,228926,92175,2646239,149073,41476,80291,6b5af7fdd416a856dd5c423603536286,2020-01-09T15:07:39.589Z,5d1fafd987fac86ceb8855b0
4005,Closed,2019-02-13T05:00:00.000Z,955748,812698.37,0,24483,743686.37,44529,0,0,3c471c2a6daf6cac4b023d5fa4f8246b,2020-01-09T15:07:39.414Z,5d1fafd987fac86ceb8855b1
1609,Open,,145510666,147324588.04,14423338,9133480,116126309.95,5346149,742195.26,1553115.83,8de4f06e7a4ac92394ea2664552ef0d4,2020-05-14T17:03:04.537Z,5d1fafd987fac86ceb8855b2
4040,Closed,2017-12-20T05:00:00.000Z,233569,86362,11544,0,63397,11421,0,0,81887c8b4cd975abf0dfa5b9f48d488c,2020-01-09T15:07:39.472Z,5d1fafd987fac86ceb8855b3
1987,Closed,2017-01-30T05:00:00.000Z,568759,409119,0,0,396633,12486,0,0,428687c8ec195a075f9b98f234e05852,2020-01-09T15:07:39.450Z,5d1fafd987fac86ceb8855b4
977,Closed,1999-10-28T04:00:00.000Z,8346774,8175282,354465,0,7400865,95861,76494,247597,1283827857c8b280d1801448081ff7ae,2020-01-09T15:07:39.569Z,5d1fafd987fac86ceb8855b5
4224,Open,,527810,248596,26391,0,196402,25803,0,0,40c001284b43502e46172677115d094b,2020-01-09T15:07:39.406Z,5d1fafd987fac86ceb8855b6
1112,Closed,2008-01-30T05:00:00.000Z,3649423,3533466,0,0,3368097,52185,32189,80995,bbb105ca93e1c6a8b285e31c71033166,2020-01-09T15:07:40.137Z,5d1fafd987fac86ceb8855b7
1433,Closed,2011-04-20T04:00:00.000Z,733140,624820,73223,45000,478363,0,9892,18342,8525137ce16ef3657f7f862f2ca2c9b6,2020-01-09T15:07:39.413Z,5d1fafd987fac86ceb8855b8
4043,Closed,2019-06-12T04:00:00.000Z,148553,116340.75,0,0,116025,315.75,0,0,f43182c4aca48d6245a8a41f8707affb,2020-01-09T15:07:39.426Z,5d1fafd987fac86ceb8855b9
1995,Closed,2016-12-19T05:00:00.000Z,1779618,1041788,0,73906,956544,11338,0,0,91b42b8397a9cbde0ff0ec99a86cc503,2020-01-09T15:07:39.422Z,5d1fafd987fac86ceb8855ba
1109,Closed,1996-04-02T05:00:00.000Z,0,0,0,0,0,0,0,0,af989cfd4d9b022645e9d25e8ac5e1e6,2020-01-09T15:07:39.465Z,5d1fafd987fac86ceb8855bb
1779,Closed,2014-06-10T04:00:00.000Z,2105100,1281647,37732,85032,1156811,2072,0,0,9496f79491f9cc619a5c5eac231517fd,2020-01-09T15:07:39.576Z,5d1fafd987fac86ceb8855bc
4217,Open,,3437491,3448534.84,124972.48,135039,3020430.36,168093,0,0,4b2ced5e6e3e3316e8e4d80f05688f0b,2020-06-13T16:33:55.082Z,5d1fafd987fac86ceb8855bd
1678,Closed,2018-05-09T04:00:00.000Z,15545700,9858211,498686,885969,7791263,460818,82528,138947,73dab5986e66862500487845e1db8339,2020-01-09T15:07:39.454Z,5d1fafd987fac86ceb8855be
4081,Closed,2018-09-21T04:00:00.000Z,8955033,6780294,402905,37313,6299540,40536,0,0,f96101af075a4fc0d2a90b195dc65c89,2020-01-09T15:07:39.432Z,5d1fafd987fac86ceb8855bf
1173,Closed,2005-09-15T04:00:00.000Z,7726843,7507890,0,0,7231526,39419,73174,163771,747acdf93e2b0f45b4a83d045dde61ee,2020-01-09T15:07:39.594Z,5d1fafd987fac86ceb8855c0
1301,Closed,2012-05-16T04:00:00.000Z,296873,7803,7412,0,0,0,1,390,142b7f210ef47628a8c8a909bd2feb49,2020-01-09T15:07:39.489Z,5d1fafd987fac86ceb8855c1
1881,Closed,2015-07-07T04:00:00.000Z,511054,255138,6631,0,248507,0,0,0,6d7be81ed742ddff1a9dd92d5ce0d9e2,2020-01-09T15:07:39.503Z,5d1fafd987fac86ceb8855c2
1152,Closed,2002-07-30T04:00:00.000Z,1280067,1340653,0,0,1199713,80067,24165,36708,766afb94411f795d1500914d1de03844,2020-01-09T15:07:39.426Z,5d1fafd987fac86ceb8855c3
1134,Closed,2009-08-11T04:00:00.000Z,82051989,75475623,5733879,0,66500995,1747945,412200,1080604,46c201a3f3a9a149daee9f72ab300d4a,2020-01-09T15:07:39.511Z,5d1fafd987fac86ceb8855c4
4219,Open,,1531936,1387421.04,0,58264.05,1268977.99,60179,0,0,9003eed5e21712ceb242bb472c8a45ac,2020-07-25T16:33:24.079Z,5d1fafd987fac86ceb8855c5
1105,Closed,2002-06-06T04:00:00.000Z,253214,268598,12210,0,231990,9014,6247,9137,25274e941871da10dfa5d02c2f3a9843,2020-01-09T15:07:39.519Z,5d1fafd987fac86ceb8855c6
1201,Closed,2003-02-25T05:00:00.000Z,981551,919971,1837,0,832004,39097,19019,28014,308a8cd1fb2d73daf84112e1a1a4cec2,2020-01-09T15:07:39.636Z,5d1fafd987fac86ceb8855c7
4123,Closed,2015-02-03T05:00:00.000Z,46597,0,0,0,0,0,0,0,050224e2a6c57a229fe8c23190f43eff,2020-01-09T15:07:40.141Z,5d1fafd987fac86ceb8855c8
4098,Open,,3704581,3763546.86,0,41700,3540692.86,181154,0,0,feb1b4a63d7b4f9274731be57d5fee96,2020-05-12T17:01:36.016Z,5d1fafd987fac86ceb8855c9
1218,Closed,2004-08-19T04:00:00.000Z,1262055,1313781,0,0,1262055,0,23899,27827,bb1d10800490a3817f919db7f2226cc3,2020-01-09T15:07:39.041Z,5d1fafd987fac86ceb8855ca
1418,Closed,2011-04-20T04:00:00.000Z,861988,888018,36868,15000,807246,0,3319,25585,3cce517049ecbef3d50491338fe7c085,2020-01-09T15:07:39.028Z,5d1fafd987fac86ceb8855cb
4234,Closed,2020-03-27T04:00:00.000Z,1493022,1458759.28,70830.02,36487.52,1278432.74,73009,0,0,f1797e63d570d8238bc84728c72813ca,2020-04-02T17:01:41.662Z,5d1fafd987fac86ceb8855cc
4118,Closed,2018-06-12T04:00:00.000Z,1004970,734810,45963,56444,583360,49043,0,0,d24eb0d52be6efd29693f499e3431b38,2020-01-09T15:07:40.139Z,5d1fafd987fac86ceb8855cd
1872,Closed,2016-02-23T05:00:00.000Z,1412465,1418762,0,0,1410253,8509,0,0,e2375986b6243c8ac845dc4236cee1aa,2020-01-09T15:07:39.611Z,5d1fafd987fac86ceb8855ce
901,Closed,1997-03-26T05:00:00.000Z,949696,1010478,0,0,949696,0,20794,39988,1d2203b5428ad4530aae85c5c3eb717b,2020-01-09T15:07:39.423Z,5d1fafd987fac86ceb8855cf
1058,Closed,2003-03-21T05:00:00.000Z,1144903,1149099,30000,0,1063520,0,22268,33311,c7cfae72779e4c2bc96eb09f9f561a79,2020-01-09T15:07:39.633Z,5d1fafd987fac86ceb8855d0
1658,Closed,2015-03-18T04:00:00.000Z,1198146,843339,55625,0,766481,1,12,21220,b233ef57fb8ccc145fde66e6a6fd0cf0,2020-01-09T15:07:39.607Z,5d1fafd987fac86ceb8855d1
1309,Closed,2004-03-12T05:00:00.000Z,1788622,1847365,0,0,1670487,118135,29182,29561,6ec050531f21e6fb6be3c7fed4834376,2020-01-09T15:07:39.521Z,5d1fafd987fac86ceb8855d2
861,Closed,2004-05-13T04:00:00.000Z,1691666,1536474,84583,0,1358879,0,26893,66119,8304e530d42c82867181fabd7462dbf0,2020-01-09T15:07:39.485Z,5d1fafd987fac86ceb8855d3
1141,Closed,2002-12-27T05:00:00.000Z,861406,911493,175619,0,685765,0,18853,31256,054c4c3fc8def610dbdfa57239be5024,2020-01-09T15:07:39.535Z,5d1fafd987fac86ceb8855d4
1362,Closed,2008-03-21T04:00:00.000Z,697771,106606,0,0,99872,0,3071,3663,4452b3debd254eed8288a2737ea28d3d,2020-01-09T15:07:39.069Z,5d1fafd987fac86ceb8855d5
1396,Closed,2006-12-11T05:00:00.000Z,716100,93818,0,50127,37305,0,2733,3653,f8b105a0bbcaa2d2c33fa452919022af,2020-01-09T15:07:39.450Z,5d1fafd987fac86ceb8855d6
4044,Open,,877302,877302,0,0,877302,0,0,0,ee400c737d07c35ea16717c5a44e48ff,2020-01-09T15:07:39.629Z,5d1fafd987fac86ceb8855d7
1991,Open,,4624853,2395885.63,230955,116324,1823387.63,225219,0,0,dffc2459d0806ccee91d02b5ee327dd0,2020-01-09T15:07:39.508Z,5d1fafd987fac86ceb8855d8
1437,Closed,2015-09-15T04:00:00.000Z,29856371,19929023,1282208,1707778,16495201,0,134970,308866,157f46f02cd61c85398e1639762b49ab,2020-01-09T15:07:39.418Z,5d1fafd987fac86ceb8855d9
1822,Closed,2016-03-07T05:00:00.000Z,32941350,27004063,0,566579,25953952,483532,0,0,cb8f1659354fe4b93f80f172cbac39ae,2020-01-09T15:07:39.393Z,5d1fafd987fac86ceb8855da
1126,Closed,2002-09-16T04:00:00.000Z,2359308,1669784,0,0,1613433,0,27424,28927,e5a4bf3ca0a8ca9980e04fd13f0875ff,2020-01-09T15:07:39.473Z,5d1fafd987fac86ceb8855db
1245,Closed,2004-12-28T05:00:00.000Z,2379953,2204299,0,0,2038793,80460,32716,52330,f11d767b5042df24bafedcfa1ef1247d,2020-01-09T15:07:39.471Z,5d1fafd987fac86ceb8855dc
1468,Closed,2010-08-19T04:00:00.000Z,136894,145376,0,0,136894,0,3831,4651,e741afd5b4b8b5e2282eba1a22e36ee8,2020-01-09T15:07:39.047Z,5d1fafd987fac86ceb8855dd
1889,Closed,2018-09-21T04:00:00.000Z,2078615,2004623,0,0,1940594,64029,0,0,ba2bd85cbcf2c0a54020bc0ed1de277c,2020-01-09T15:07:39.402Z,5d1fafd987fac86ceb8855de
4231,Open,,1849647,1101093,0,50000,960645,90448,0,0,c3375fc13d7348fd1adce6f70771749e,2020-01-09T15:07:39.058Z,5d1fafd987fac86ceb8855df
4115,Closed,2017-07-11T04:00:00.000Z,1120821,1175629,44325,74400,1002096,54808,0,0,721c197e2a0d605f56a293b912e2ffad,2020-01-09T15:07:40.139Z,5d1fafd987fac86ceb8855e0
